blade_length,wind_speed,turbine_stats,energy_output,motor_tempreture,blade_angle,vibration_level,humidity,air_pressure,category,anti_rust,efficiency
97.0,12.0,needs to be repaired,1216,42,22,2,89,957,large,,63.0
45.0,25.0,off,4502,68,30,6,35,1080,large,,76.0
34.0,9.0,optimal,972,28,44,2,42,991,medium,0.0,81.0
43.0,6.0,needs to be repaired,3772,61,43,5,27,1005,medium,,92.0
21.0,13.0,optimal,3561,39,3,8,35,964,medium,1.0,42.0
28.0,10.0,optimal,3015,46,7,4,32,955,small,1.0,42.0
46.0,15.0,needs to be repaired,477,53,42,5,46,906,medium,,36.0
10.0,14.0,off,4786,80,35,6,29,975,large,,
69.0,16.0,needs to be repaired,1561,33,5,1,29,989,small,,35.0
76.0,7.0,off,1592,59,10,10,82,953,small,1.0,7.0
58.0,11.0,optimal,2343,37,20,2,30,984,large,0.0,54.0
99.0,22.0,optimal,2649,75,14,0,68,1004,nan,1.0,51.0
88.0,16.0,needs to be repaired,2415,47,17,3,54,1033,large,1.0,15.0
55.0,15.0,optimal,2304,74,37,4,83,1045,large,0.0,93.0
57.0,6.0,optimal,898,59,2,3,89,1054,medium,0.0,68.0
77.0,25.0,off,2315,55,10,5,90,937,medium,1.0,72.0
28.0,14.0,needs to be repaired,988,46,11,6,90,1033,large,,77.0
97.0,17.0,off,1291,26,29,8,61,960,large,1.0,52.0
49.0,17.0,needs to be repaired,100,54,45,2,30,985,small,0.0,100.0
,19.0,optimal,639,56,36,3,84,945,large,,100.0
89.0,17.0,optimal,2069,76,35,4,43,909,large,0.0,94.0
72.0,13.0,needs to be repaired,912,68,5,2,74,998,small,1.0,12.0
44.0,10.0,needs to be repaired,2776,35,38,1,72,1011,medium,0.0,83.0
81.0,7.0,needs to be repaired,3248,63,42,5,77,1004,medium,0.0,78.0
70.0,24.0,optimal,1462,31,36,5,47,1014,medium,1.0,28.0
14.0,24.0,off,4527,36,31,8,30,1087,small,,47.0
46.0,13.0,optimal,2273,78,27,2,69,1061,large,0.0,
85.0,8.0,optimal,1985,68,5,10,53,944,large,1.0,15.0
98.0,,optimal,2598,53,39,10,20,1020,medium,1.0,8.0
97.0,9.0,needs to be repaired,4255,23,12,2,71,998,large,0.0,43.0
20.0,16.0,optimal,2629,25,12,10,49,909,medium,0.0,99.0
49.0,21.0,off,3478,36,36,6,76,1080,medium,1.0,76.0
74.0,9.0,needs to be repaired,2476,40,28,0,23,1026,small,,66.0
17.0,8.0,optimal,1452,53,7,0,28,922,large,1.0,77.0
96.0,12.0,optimal,3410,74,14,7,54,1032,large,1.0,12.0
93.0,13.0,optimal,1935,21,31,5,27,1029,large,1.0,
20.0,21.0,optimal,133,50,34,6,50,988,small,,7.0
80.0,12.0,needs to be repaired,2554,39,6,2,62,986,small,0.0,87.0
67.0,9.0,needs to be repaired,1204,75,43,5,36,1062,small,1.0,14.0
,14.0,needs to be repaired,4899,77,8,9,28,1018,nan,0.0,44.0
,22.0,needs to be repaired,3523,48,21,10,63,1025,small,0.0,58.0
69.0,18.0,needs to be repaired,3497,49,39,10,34,983,small,1.0,82.0
58.0,9.0,optimal,484,28,26,9,79,1000,small,,80.0
76.0,19.0,needs to be repaired,1400,34,29,7,42,990,large,0.0,
,9.0,optimal,2475,70,10,4,57,958,large,0.0,96.0
86.0,16.0,off,3195,42,0,2,83,1018,small,0.0,58.0
34.0,14.0,off,1667,77,21,10,46,994,small,1.0,48.0
32.0,12.0,optimal,3894,62,7,0,70,914,large,,98.0
60.0,5.0,optimal,1950,54,8,5,39,1010,small,1.0,77.0
56.0,7.0,needs to be repaired,2693,44,16,3,69,1057,medium,0.0,26.0
14.0,20.0,needs to be repaired,632,51,40,5,82,993,medium,0.0,30.0
22.0,15.0,off,4480,66,36,5,38,998,small,0.0,23.0
51.0,13.0,off,1874,78,1,5,72,995,large,0.0,5.0
14.0,14.0,optimal,819,38,27,2,50,906,large,0.0,25.0
,6.0,off,115,55,32,0,51,929,large,,85.0
71.0,24.0,optimal,725,74,28,4,89,1094,large,0.0,89.0
10.0,15.0,optimal,2299,24,11,3,52,977,small,0.0,92.0
83.0,24.0,off,2935,59,45,0,39,976,small,1.0,74.0
100.0,15.0,optimal,3751,42,41,1,28,1076,small,1.0,98.0
63.0,11.0,optimal,3918,37,41,4,81,908,medium,1.0,88.0
81.0,25.0,optimal,2508,57,33,2,25,923,large,1.0,9.0
12.0,15.0,optimal,1363,25,29,5,54,900,large,1.0,8.0
92.0,9.0,needs to be repaired,100,33,23,0,41,924,small,0.0,61.0
73.0,16.0,off,1589,36,44,1,73,1098,medium,1.0,64.0
60.0,22.0,off,3063,43,3,0,24,1077,small,1.0,85.0
11.0,9.0,optimal,2393,30,12,7,48,1071,small,,98.0
58.0,19.0,off,3617,24,6,7,73,977,medium,,19.0
40.0,,off,1538,56,41,2,80,967,small,1.0,63.0
83.0,5.0,needs to be repaired,4919,42,0,6,61,918,large,0.0,5.0
89.0,22.0,needs to be repaired,2497,45,27,7,46,924,large,1.0,
93.0,10.0,needs to be repaired,3462,57,31,3,82,914,large,1.0,45.0
12.0,10.0,needs to be repaired,2065,68,12,1,48,1063,medium,1.0,10.0
44.0,15.0,needs to be repaired,4333,77,5,2,42,939,large,1.0,15.0
94.0,15.0,optimal,100,48,6,3,39,936,small,1.0,0.0
45.0,,off,2797,51,26,4,72,944,small,1.0,11.0
73.0,10.0,needs to be repaired,3132,75,8,4,36,903,large,0.0,4.0
41.0,5.0,needs to be repaired,2643,22,17,2,90,1011,medium,1.0,44.0
,20.0,off,2865,70,20,6,44,1036,small,1.0,99.0
43.0,7.0,optimal,1113,72,40,10,46,1099,medium,,61.0
65.0,10.0,off,4139,71,10,8,81,992,large,1.0,18.0
76.0,7.0,needs to be repaired,1997,60,44,1,57,922,small,,14.0
62.0,23.0,optimal,4331,78,43,0,66,1059,medium,1.0,99.0
76.0,12.0,optimal,2059,76,42,3,42,984,medium,1.0,84.0
100.0,6.0,optimal,3819,21,19,10,52,1097,large,,24.0
75.0,23.0,off,684,24,30,1,90,1060,medium,1.0,73.0
73.0,19.0,off,4280,20,3,4,41,1067,medium,0.0,30.0
76.0,,off,4834,31,23,6,76,1033,large,0.0,65.0
,18.0,needs to be repaired,1881,34,42,10,50,1065,small,0.0,85.0
48.0,8.0,optimal,715,64,29,0,49,1029,nan,0.0,97.0
47.0,23.0,needs to be repaired,4539,47,17,6,46,902,small,0.0,70.0
49.0,11.0,optimal,2510,45,36,2,73,977,small,,79.0
28.0,20.0,optimal,882,68,34,8,76,996,large,0.0,18.0
92.0,12.0,optimal,961,39,32,9,81,1018,small,1.0,60.0
14.0,19.0,optimal,3330,28,40,0,78,1096,medium,0.0,23.0
78.0,24.0,optimal,3757,69,10,2,62,915,nan,1.0,22.0
23.0,9.0,optimal,1539,55,28,7,25,1046,medium,1.0,56.0
100.0,5.0,optimal,1814,44,25,4,57,1043,large,1.0,29.0
58.0,16.0,off,2203,52,29,8,85,1063,large,,31.0
73.0,13.0,off,4395,67,35,0,79,1074,large,1.0,37.0
66.0,23.0,needs to be repaired,100,31,36,4,37,1003,small,1.0,46.0
44.0,22.0,optimal,3209,41,35,2,24,1071,medium,,91.0
94.0,11.0,needs to be repaired,3415,78,5,9,39,961,small,0.0,17.0
14.0,15.0,off,2847,28,12,0,56,1006,medium,1.0,74.0
97.0,,needs to be repaired,4212,71,20,6,52,1083,large,,40.0
48.0,24.0,needs to be repaired,845,21,2,7,20,1079,medium,1.0,86.0
33.0,24.0,optimal,2051,25,42,5,38,1053,small,1.0,13.0
49.0,19.0,needs to be repaired,1565,72,20,3,54,1043,small,0.0,45.0
59.0,21.0,needs to be repaired,4595,72,23,4,79,1025,nan,0.0,52.0
86.0,7.0,needs to be repaired,2426,74,17,7,61,1075,small,1.0,70.0
67.0,,off,2262,22,0,0,65,913,medium,0.0,36.0
10.0,17.0,optimal,3264,34,14,4,81,911,nan,1.0,
52.0,10.0,optimal,2103,44,34,0,44,984,medium,1.0,
48.0,18.0,optimal,2403,78,32,8,62,969,large,,66.0
19.0,15.0,optimal,5000,66,45,9,64,912,medium,1.0,81.0
11.0,,off,5000,78,23,3,55,901,medium,0.0,68.0
72.0,21.0,optimal,682,20,9,1,48,929,medium,1.0,24.0
25.0,18.0,needs to be repaired,1820,49,16,6,47,907,large,0.0,0.0
46.0,25.0,off,2685,74,43,6,67,991,small,1.0,74.0
25.0,18.0,needs to be repaired,4221,74,29,3,25,959,large,1.0,66.0
96.0,8.0,off,821,51,24,3,54,956,medium,0.0,11.0
99.0,8.0,optimal,369,38,33,1,78,1095,nan,0.0,34.0
89.0,18.0,optimal,1640,64,6,7,83,990,medium,0.0,43.0
36.0,18.0,off,3672,64,5,10,75,922,medium,1.0,38.0
72.0,11.0,optimal,4104,49,22,6,78,1089,small,1.0,65.0
73.0,20.0,off,3157,58,36,4,75,1088,medium,0.0,
41.0,18.0,optimal,2235,23,14,7,74,908,large,0.0,81.0
18.0,9.0,off,3850,20,16,2,70,1026,small,1.0,23.0
20.0,11.0,optimal,4836,64,37,9,26,1027,small,0.0,23.0
79.0,21.0,optimal,4676,52,1,10,81,1014,large,0.0,17.0
39.0,19.0,off,3595,58,40,3,39,969,large,0.0,23.0
24.0,11.0,needs to be repaired,2851,46,39,3,42,919,nan,1.0,85.0
68.0,14.0,optimal,4079,60,23,2,34,921,large,1.0,40.0
57.0,22.0,off,2429,50,30,9,20,969,medium,0.0,3.0
91.0,15.0,optimal,1803,50,17,4,28,900,small,0.0,65.0
85.0,18.0,optimal,2022,76,13,0,48,1041,nan,0.0,43.0
69.0,8.0,needs to be repaired,4778,23,29,9,59,1012,small,0.0,90.0
77.0,7.0,off,1910,23,21,6,51,1086,medium,0.0,76.0
66.0,18.0,needs to be repaired,4790,21,0,10,56,984,medium,0.0,11.0
73.0,24.0,optimal,3509,76,11,4,46,1040,nan,0.0,97.0
63.0,7.0,off,1017,77,0,1,25,1100,large,0.0,83.0
89.0,25.0,needs to be repaired,701,53,21,5,41,1044,large,1.0,23.0
96.0,7.0,off,4440,74,26,4,84,1038,medium,1.0,75.0
84.0,24.0,optimal,1092,41,8,3,67,910,nan,1.0,79.0
63.0,16.0,optimal,2584,76,40,1,31,945,small,,61.0
68.0,14.0,needs to be repaired,4537,27,29,4,52,916,nan,,85.0
97.0,24.0,optimal,813,50,26,10,75,976,medium,1.0,61.0
95.0,22.0,off,1313,75,42,0,60,1029,small,,20.0
48.0,16.0,optimal,4012,42,11,4,25,914,small,1.0,6.0
24.0,8.0,needs to be repaired,4663,26,32,2,54,1013,medium,1.0,55.0
88.0,23.0,optimal,1785,49,32,8,33,1029,nan,,85.0
83.0,23.0,needs to be repaired,4302,38,1,0,47,1033,small,0.0,73.0
37.0,21.0,needs to be repaired,1019,40,9,6,67,921,large,,75.0
45.0,,needs to be repaired,4923,40,44,0,33,1033,medium,0.0,21.0
63.0,15.0,needs to be repaired,900,42,10,1,79,946,medium,0.0,36.0
26.0,9.0,off,3372,20,38,9,65,1070,nan,0.0,16.0
95.0,9.0,needs to be repaired,2291,21,16,3,75,1009,nan,0.0,34.0
96.0,17.0,off,1878,68,43,6,83,944,nan,,50.0
31.0,8.0,off,2789,71,0,4,20,911,small,1.0,88.0
84.0,17.0,off,1552,37,9,8,20,969,small,1.0,
45.0,20.0,optimal,3894,22,40,2,89,978,medium,1.0,41.0
,16.0,needs to be repaired,2846,74,36,7,21,972,medium,0.0,85.0
64.0,18.0,needs to be repaired,100,26,24,3,71,960,small,,76.0
51.0,25.0,optimal,3372,54,7,4,44,1095,large,1.0,67.0
41.0,25.0,needs to be repaired,5000,35,31,0,62,1006,medium,1.0,45.0
23.0,13.0,optimal,596,29,4,3,27,1020,medium,1.0,53.0
27.0,10.0,needs to be repaired,4044,65,38,5,40,1038,medium,0.0,
47.0,12.0,off,2403,58,28,7,56,1019,medium,0.0,84.0
43.0,20.0,off,4069,55,43,3,53,1096,medium,1.0,30.0
54.0,23.0,off,2589,47,39,0,89,975,nan,0.0,93.0
96.0,6.0,needs to be repaired,2924,52,16,8,72,919,large,1.0,47.0
41.0,10.0,off,2557,46,22,2,74,1024,small,0.0,58.0
76.0,6.0,optimal,3919,26,13,1,38,1070,small,1.0,1.0
,23.0,needs to be repaired,1606,73,34,9,89,1007,large,0.0,40.0
64.0,23.0,needs to be repaired,100,46,42,6,59,928,small,,83.0
52.0,17.0,needs to be repaired,776,61,41,10,76,998,large,0.0,37.0
31.0,21.0,off,1047,68,26,0,72,942,small,1.0,4.0
96.0,25.0,off,2694,34,29,10,59,1055,medium,1.0,34.0
77.0,12.0,optimal,2573,29,15,5,28,975,small,1.0,49.0
86.0,13.0,optimal,4186,27,44,0,59,1068,small,,23.0
38.0,9.0,needs to be repaired,3586,43,38,5,37,901,medium,1.0,85.0
49.0,12.0,optimal,2756,40,18,10,71,1059,medium,,37.0
54.0,13.0,needs to be repaired,4815,75,41,4,24,1013,large,1.0,99.0
19.0,20.0,off,3114,22,28,0,35,905,medium,1.0,39.0
86.0,20.0,off,4178,64,32,6,23,947,large,0.0,78.0
54.0,16.0,needs to be repaired,3332,69,31,6,28,990,large,0.0,
26.0,15.0,off,147,52,24,8,77,956,medium,0.0,44.0
11.0,22.0,off,4544,23,28,9,54,1089,small,,90.0
26.0,17.0,off,1253,50,37,1,67,958,large,1.0,66.0
99.0,7.0,needs to be repaired,4958,58,1,1,21,1067,medium,1.0,67.0
47.0,22.0,optimal,2667,70,44,0,66,1012,medium,1.0,27.0
46.0,15.0,needs to be repaired,923,66,2,10,75,936,nan,0.0,37.0
72.0,,needs to be repaired,2822,24,42,9,72,1028,large,,50.0
14.0,,off,4237,29,31,10,40,944,small,1.0,
34.0,7.0,off,2037,36,42,6,22,965,large,1.0,74.0
82.0,6.0,optimal,4532,36,35,6,40,1041,small,,4.0
31.0,19.0,needs to be repaired,3040,36,29,9,24,962,medium,1.0,27.0
72.0,9.0,optimal,501,54,7,5,40,1033,small,1.0,
44.0,9.0,optimal,392,29,4,1,79,1018,medium,0.0,95.0
64.0,25.0,needs to be repaired,4129,60,4,10,66,938,medium,,68.0
29.0,20.0,optimal,2334,43,28,7,90,917,medium,0.0,61.0
14.0,21.0,needs to be repaired,5000,50,32,1,81,1067,large,1.0,79.0
48.0,11.0,needs to be repaired,2903,58,34,8,70,904,large,0.0,12.0
72.0,6.0,optimal,2783,74,18,10,89,950,small,,83.0
41.0,18.0,optimal,1793,49,25,5,82,1066,small,1.0,16.0
72.0,22.0,needs to be repaired,1041,35,31,10,41,953,medium,1.0,6.0
83.0,16.0,off,4526,62,37,2,84,984,medium,1.0,70.0
49.0,21.0,off,562,42,30,5,46,1097,small,0.0,16.0
26.0,10.0,needs to be repaired,1278,38,26,8,54,1083,medium,0.0,26.0
88.0,,off,3902,26,35,1,47,918,nan,,
82.0,25.0,optimal,2750,52,24,0,75,931,small,1.0,14.0
41.0,25.0,optimal,2941,28,6,2,90,1076,small,1.0,97.0
32.0,11.0,off,3287,79,13,2,47,1085,large,0.0,85.0
84.0,22.0,off,3132,28,37,5,70,1091,medium,1.0,83.0
69.0,24.0,needs to be repaired,2796,36,21,7,85,908,nan,0.0,37.0
86.0,15.0,optimal,427,72,26,6,86,908,medium,1.0,42.0
91.0,9.0,off,2645,27,11,9,81,1084,large,0.0,67.0
65.0,10.0,off,3285,46,34,10,86,1087,nan,,44.0
,11.0,off,1927,48,8,10,53,909,medium,0.0,9.0
78.0,7.0,off,4171,42,24,10,85,1023,medium,1.0,42.0
71.0,7.0,optimal,2887,72,2,4,59,951,large,0.0,19.0
73.0,6.0,needs to be repaired,585,68,21,5,29,1035,medium,1.0,35.0
31.0,24.0,optimal,2554,40,10,1,65,1050,large,,4.0
41.0,8.0,needs to be repaired,748,70,2,10,67,914,small,0.0,48.0
56.0,9.0,off,2440,64,33,8,46,1086,small,0.0,7.0
11.0,6.0,off,647,43,40,6,44,1000,large,1.0,35.0
94.0,20.0,needs to be repaired,3787,22,23,5,41,912,small,1.0,71.0
61.0,16.0,off,278,32,21,5,67,902,medium,1.0,75.0
97.0,19.0,optimal,2536,21,34,10,27,998,small,0.0,40.0
,8.0,needs to be repaired,2787,77,26,2,77,1084,large,1.0,97.0
23.0,7.0,off,3303,37,13,7,49,927,medium,1.0,78.0
46.0,18.0,off,3569,57,8,7,82,965,small,0.0,35.0
,17.0,off,912,69,16,10,64,996,large,1.0,41.0
33.0,10.0,needs to be repaired,3729,55,11,0,27,1067,nan,0.0,32.0
73.0,8.0,optimal,2722,28,7,2,89,934,small,0.0,
79.0,5.0,optimal,3303,38,16,6,59,1082,small,0.0,18.0
35.0,7.0,off,3207,32,41,8,66,939,large,1.0,1.0
63.0,16.0,needs to be repaired,3677,56,17,9,72,941,large,,36.0
24.0,7.0,needs to be repaired,2615,63,7,3,33,1029,small,1.0,71.0
38.0,22.0,needs to be repaired,2984,62,0,1,59,939,large,0.0,5.0
83.0,18.0,off,4726,26,41,4,55,1079,small,,81.0
37.0,9.0,optimal,3160,59,7,5,73,1062,medium,,17.0
68.0,5.0,needs to be repaired,1119,30,21,9,43,1069,small,0.0,6.0
82.0,18.0,optimal,915,46,23,9,85,1034,small,1.0,1.0
,16.0,needs to be repaired,426,68,2,6,34,1048,large,1.0,16.0
19.0,5.0,needs to be repaired,3921,26,13,4,83,944,small,,72.0
13.0,6.0,optimal,2341,80,22,9,38,964,small,1.0,94.0
,16.0,needs to be repaired,2665,33,37,2,32,1082,nan,,61.0
,17.0,optimal,2602,74,23,4,87,955,large,1.0,38.0
15.0,,needs to be repaired,3514,22,37,9,82,1015,medium,0.0,21.0
99.0,19.0,optimal,3002,57,25,6,24,1073,large,1.0,23.0
89.0,20.0,off,4485,77,34,10,75,1068,large,0.0,65.0
81.0,23.0,needs to be repaired,1127,56,21,5,84,922,medium,1.0,81.0
25.0,9.0,needs to be repaired,845,41,35,7,48,1098,small,,13.0
47.0,6.0,optimal,1431,31,34,0,85,912,medium,0.0,36.0
58.0,10.0,optimal,4710,32,45,9,73,969,small,1.0,27.0
70.0,12.0,optimal,1472,58,43,6,60,931,medium,0.0,82.0
74.0,25.0,optimal,3542,48,34,8,61,1091,medium,,26.0
92.0,11.0,off,2211,30,45,4,76,1034,medium,1.0,62.0
59.0,25.0,needs to be repaired,4851,29,7,10,27,1083,large,1.0,16.0
26.0,17.0,needs to be repaired,4641,24,6,7,31,992,small,1.0,49.0
37.0,10.0,needs to be repaired,875,79,13,2,61,1013,small,0.0,63.0
53.0,13.0,off,1535,34,12,5,35,1077,small,1.0,81.0
,16.0,optimal,1845,35,20,2,47,1098,large,1.0,27.0
79.0,14.0,off,3013,54,35,3,85,904,small,0.0,84.0
80.0,15.0,needs to be repaired,809,33,19,5,26,972,small,0.0,26.0
81.0,5.0,needs to be repaired,3924,22,15,7,46,1076,large,1.0,65.0
12.0,14.0,optimal,2417,45,41,8,32,945,medium,0.0,65.0
58.0,20.0,optimal,4380,25,33,5,48,1004,small,1.0,5.0
30.0,23.0,off,3482,77,41,3,39,1008,large,0.0,75.0
,14.0,needs to be repaired,678,67,38,7,32,918,medium,1.0,28.0
73.0,19.0,off,970,22,7,9,51,1031,nan,0.0,97.0
68.0,18.0,needs to be repaired,887,61,29,9,68,1024,large,1.0,36.0
39.0,7.0,optimal,2519,39,10,7,61,954,small,,29.0
41.0,8.0,optimal,1838,67,45,0,75,1098,medium,1.0,74.0
84.0,12.0,needs to be repaired,607,23,35,2,76,962,large,0.0,66.0
29.0,5.0,optimal,3687,31,1,6,50,967,large,1.0,63.0
25.0,24.0,needs to be repaired,656,49,27,8,61,1002,nan,0.0,36.0
34.0,19.0,optimal,4301,52,42,2,30,1087,small,0.0,
69.0,11.0,optimal,1014,28,32,2,56,930,large,0.0,15.0
54.0,16.0,off,1182,28,42,2,30,921,medium,,92.0
18.0,7.0,optimal,4102,33,10,8,62,1051,small,,92.0
60.0,9.0,needs to be repaired,428,37,13,7,56,1012,nan,,65.0
70.0,12.0,needs to be repaired,1883,41,17,5,74,1083,medium,,88.0
49.0,15.0,needs to be repaired,4502,76,21,8,41,1055,medium,0.0,92.0
70.0,23.0,off,2514,58,6,3,63,902,small,1.0,61.0
76.0,16.0,needs to be repaired,1869,47,18,1,36,934,small,0.0,1.0
89.0,24.0,off,4910,75,10,1,68,961,small,0.0,93.0
,11.0,off,2127,30,7,1,80,1061,small,0.0,12.0
24.0,18.0,optimal,4644,76,31,4,33,910,small,,80.0
62.0,6.0,optimal,4828,35,39,3,75,977,small,,17.0
13.0,16.0,off,881,52,39,10,64,940,small,0.0,
32.0,13.0,needs to be repaired,4302,66,5,9,61,991,small,0.0,65.0
36.0,16.0,off,1776,62,21,10,44,948,medium,0.0,92.0
46.0,10.0,optimal,2277,79,22,9,86,941,medium,1.0,81.0
86.0,10.0,off,2628,60,24,2,20,900,medium,1.0,85.0
52.0,23.0,needs to be repaired,817,66,25,4,86,1090,large,0.0,16.0
46.0,24.0,off,526,21,12,5,43,995,small,0.0,64.0
94.0,10.0,optimal,3998,78,25,3,58,994,small,0.0,48.0
38.0,21.0,off,1050,51,38,2,21,1023,medium,1.0,86.0
38.0,21.0,needs to be repaired,4445,25,33,4,55,1023,large,,99.0
58.0,21.0,needs to be repaired,2000,60,26,10,78,924,nan,,4.0
84.0,25.0,optimal,3458,39,7,9,21,1068,medium,,43.0
60.0,14.0,optimal,1954,49,22,3,27,974,medium,0.0,93.0
59.0,15.0,optimal,4469,29,1,0,74,1012,large,1.0,33.0
37.0,12.0,optimal,396,27,27,9,48,1094,small,,32.0
83.0,18.0,off,3175,31,32,4,85,935,medium,,63.0
14.0,23.0,optimal,100,37,43,0,30,962,large,0.0,9.0
65.0,,needs to be repaired,3223,77,43,2,20,1027,medium,0.0,69.0
73.0,19.0,optimal,2224,57,21,5,26,968,large,0.0,44.0
98.0,22.0,off,2729,68,34,4,53,934,small,0.0,
26.0,24.0,off,4070,66,26,0,87,902,medium,1.0,64.0
98.0,21.0,off,3319,27,43,6,78,1020,small,0.0,45.0
64.0,9.0,off,844,55,38,0,86,914,medium,1.0,40.0
18.0,8.0,needs to be repaired,2752,49,32,9,30,958,small,0.0,
100.0,15.0,optimal,3479,46,7,8,51,920,medium,0.0,50.0
98.0,20.0,optimal,1917,39,41,9,80,944,large,,86.0
77.0,11.0,optimal,1042,70,6,2,87,927,medium,,
82.0,20.0,optimal,3443,25,16,0,88,1086,small,1.0,83.0
88.0,10.0,optimal,1204,78,30,4,38,1032,small,1.0,93.0
25.0,24.0,optimal,2115,62,35,3,42,1022,nan,0.0,54.0
25.0,14.0,optimal,1846,47,31,8,31,944,nan,1.0,90.0
22.0,15.0,off,2895,67,38,2,37,918,medium,,28.0
87.0,19.0,off,3300,52,45,6,70,929,medium,1.0,11.0
95.0,16.0,needs to be repaired,284,77,7,4,22,1061,large,1.0,88.0
94.0,20.0,off,450,57,5,1,63,1085,medium,0.0,40.0
82.0,22.0,needs to be repaired,3109,37,27,6,49,1031,large,1.0,0.0
72.0,11.0,optimal,4138,48,0,7,89,1049,medium,,83.0
50.0,18.0,optimal,4689,72,34,4,29,1026,large,0.0,99.0
62.0,13.0,off,1817,61,2,0,70,1033,medium,1.0,95.0
77.0,10.0,off,1957,63,11,3,89,900,large,,75.0
,15.0,optimal,4708,21,43,5,35,1079,nan,0.0,35.0
18.0,17.0,optimal,2821,58,23,1,77,900,large,0.0,3.0
60.0,22.0,off,2010,63,1,1,67,951,medium,1.0,67.0
57.0,16.0,optimal,3341,45,19,7,69,1050,large,1.0,98.0
89.0,10.0,off,3789,66,40,6,30,975,medium,1.0,84.0
58.0,13.0,optimal,3432,22,10,8,61,999,medium,0.0,32.0
27.0,22.0,off,1678,79,2,2,30,955,large,,44.0
19.0,25.0,off,2442,37,39,3,20,1096,medium,1.0,21.0
94.0,19.0,optimal,1445,73,1,9,70,1075,small,0.0,39.0
63.0,,optimal,2454,28,20,4,71,1008,medium,0.0,98.0
88.0,14.0,off,1111,71,16,10,34,946,large,0.0,85.0
24.0,6.0,needs to be repaired,353,58,36,3,36,951,small,1.0,15.0
20.0,18.0,needs to be repaired,1674,38,7,2,31,963,small,0.0,72.0
49.0,25.0,needs to be repaired,1552,50,14,5,28,1059,large,0.0,86.0
56.0,15.0,needs to be repaired,2505,52,22,8,53,949,medium,,95.0
,,optimal,1385,26,2,8,41,1086,nan,0.0,37.0
31.0,6.0,needs to be repaired,3735,20,30,9,49,1082,medium,0.0,6.0
57.0,25.0,needs to be repaired,1545,45,41,3,49,929,medium,1.0,
91.0,11.0,off,1031,74,22,0,26,967,medium,0.0,46.0
25.0,19.0,off,2944,47,27,6,79,926,medium,,4.0
14.0,11.0,optimal,462,67,24,0,31,1036,large,,19.0
74.0,,off,3876,30,30,5,89,967,small,0.0,55.0
92.0,11.0,needs to be repaired,2511,42,43,5,37,1100,medium,,30.0
83.0,9.0,needs to be repaired,3194,23,3,10,22,1004,small,1.0,40.0
30.0,19.0,optimal,1148,52,43,5,32,1029,medium,,87.0
70.0,11.0,optimal,3601,77,32,7,24,1075,small,1.0,27.0
86.0,25.0,needs to be repaired,3903,22,8,0,52,940,small,1.0,6.0
64.0,6.0,off,1381,50,5,6,62,940,small,0.0,72.0
33.0,6.0,off,4823,55,33,10,76,915,large,1.0,38.0
32.0,23.0,optimal,3913,73,36,8,35,915,nan,0.0,35.0
96.0,13.0,optimal,955,34,17,1,37,973,small,1.0,93.0
20.0,,optimal,1678,77,18,7,52,923,small,0.0,49.0
56.0,18.0,needs to be repaired,4358,66,24,8,69,911,small,0.0,46.0
11.0,19.0,off,599,30,29,1,89,966,large,,9.0
,16.0,off,121,40,17,2,64,1076,small,0.0,80.0
62.0,23.0,off,2398,73,8,10,63,1052,small,0.0,22.0
20.0,19.0,needs to be repaired,802,46,35,1,29,1050,large,1.0,52.0
24.0,10.0,optimal,129,40,0,9,62,1022,small,1.0,82.0
82.0,14.0,off,3437,27,5,4,22,1056,small,0.0,
21.0,14.0,needs to be repaired,4886,69,2,7,73,997,nan,0.0,28.0
45.0,7.0,off,776,58,15,5,28,1019,small,0.0,35.0
,13.0,needs to be repaired,496,38,10,7,22,1083,small,1.0,43.0
36.0,9.0,off,1755,44,33,6,77,1018,medium,,90.0
97.0,11.0,optimal,100,76,24,2,83,1044,nan,,20.0
23.0,23.0,off,2300,36,3,6,21,1066,small,,74.0
63.0,14.0,needs to be repaired,1631,61,23,9,74,995,small,1.0,41.0
36.0,15.0,off,1299,36,33,10,47,939,large,0.0,16.0
30.0,10.0,needs to be repaired,1557,43,40,0,78,1041,nan,,14.0
58.0,,needs to be repaired,1468,79,38,5,64,1059,nan,1.0,41.0
71.0,11.0,off,3020,61,37,6,85,1077,medium,1.0,30.0
86.0,20.0,needs to be repaired,691,22,23,10,25,985,large,0.0,
81.0,16.0,needs to be repaired,3680,26,23,1,61,945,small,,83.0
,22.0,optimal,1276,56,30,9,82,1003,medium,1.0,23.0
53.0,18.0,optimal,910,77,28,5,68,1035,medium,0.0,61.0
70.0,20.0,optimal,4942,64,7,3,34,912,medium,0.0,40.0
51.0,10.0,needs to be repaired,998,52,28,8,59,1050,large,,64.0
32.0,5.0,off,4685,68,23,10,77,978,medium,1.0,27.0
82.0,17.0,off,2949,21,9,0,51,1031,large,0.0,55.0
10.0,10.0,optimal,1519,79,0,9,71,1059,small,1.0,4.0
45.0,10.0,needs to be repaired,605,70,37,0,55,1092,medium,,92.0
64.0,,optimal,4264,48,3,7,28,928,large,1.0,23.0
25.0,16.0,optimal,4194,25,31,0,63,1048,nan,1.0,0.0
98.0,,needs to be repaired,649,60,23,6,72,953,large,1.0,13.0
27.0,24.0,optimal,1458,27,2,10,60,1017,small,0.0,80.0
